index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
16872,F,N,Y,0,180000,Working,Incomplete higher,Single / not married,House / apartment,-8862,-716,1,0,0,0,Laborers,1,-7,2
16873,M,Y,Y,0,247500,Working,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,2,-30,2
16874,F,N,N,2,139500,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,1,0,Core staff,4,-24,2
16875,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16605,-1359,1,0,0,1,Sales staff,2,-55,2
16876,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,1,0,0,0,Laborers,3,-15,2
16877,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,1,0,0,Laborers,1,-8,2
16878,F,N,Y,0,202500,Working,Higher education,Single / not married,With parents,-10079,-2269,1,0,0,0,,1,-18,2
16879,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19817,-3111,1,0,0,0,Laborers,2,-36,2
16880,F,Y,N,1,162000,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,2,-59,2
16881,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366,-746,1,0,0,0,,2,-36,2
16882,F,N,N,1,135000,Working,Higher education,Married,With parents,-10263,-583,1,0,0,0,Secretaries,3,-37,1
16883,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22880,365243,1,0,0,0,,2,-43,0
16884,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9075,-843,1,0,0,0,Drivers,1,-6,0
16885,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-10588,-1375,1,1,1,0,Security staff,1,-3,2
16886,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,2,-28,2
16887,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14907,-2540,1,0,0,0,Sales staff,2,-13,2
16888,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,1,0,1,0,,2,-29,1
16889,F,Y,Y,2,112500,State servant,Lower secondary,Married,House / apartment,-14234,-5710,1,1,0,0,Medicine staff,4,-34,2
16890,F,N,N,1,112500,Working,Secondary / secondary special,Widow,House / apartment,-19931,-1313,1,0,0,0,,2,-33,2
16891,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-13474,-2894,1,1,1,0,Accountants,2,-14,2
16892,M,N,Y,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,-16717,-1267,1,0,0,0,High skill tech staff,1,-28,2
16893,F,N,Y,1,103500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11529,-651,1,0,0,0,Accountants,2,-19,0
16894,F,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,-14446,-3161,1,0,0,0,,1,-17,2
16895,F,N,N,1,135000,Working,Higher education,Married,With parents,-10877,-2349,1,0,0,0,Core staff,3,-19,1
16896,F,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,1,0,0,1,High skill tech staff,1,-41,1
16897,M,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,-13969,-263,1,0,0,0,,4,-41,2
16898,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1,-24,2
16899,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-20851,365243,1,0,0,0,,2,-31,2
16900,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-10748,-1661,1,0,1,0,Laborers,2,-54,1
16901,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2,-44,2
16902,F,N,Y,0,153000,Working,Higher education,Single / not married,House / apartment,-10762,-683,1,0,1,0,Core staff,1,-12,2
16903,F,N,Y,1,135000,Working,Secondary / secondary special,Widow,House / apartment,-15675,-305,1,0,0,0,Sales staff,2,-26,2
16904,M,Y,Y,2,85500,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,4,-60,2
16905,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170,-4965,1,0,0,0,Laborers,2,-10,0
16906,F,Y,Y,0,185400,Pensioner,Secondary / secondary special,Widow,House / apartment,-23584,365243,1,0,0,0,,1,-25,1
16907,F,N,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,-5,2
16908,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2,-35,2
16909,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,-9766,-2696,1,1,0,0,Sales staff,3,-23,2
16910,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,-20319,-3961,1,1,0,0,,2,-23,2
16911,F,Y,Y,0,157500,Commercial associate,Higher education,Single / not married,House / apartment,-15849,-1138,1,0,0,0,Private service staff,1,-23,2
16912,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-10170,-2196,1,1,1,0,Cooking staff,2,-7,0
16913,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,1,0,1,0,Sales staff,2,-12,2
16914,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2,-42,0
16915,M,Y,Y,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16337,-1797,1,0,0,0,Drivers,2,-6,2
16916,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18643,-1707,1,1,0,0,Security staff,2,-5,2
16917,F,Y,Y,0,157500,Working,Higher education,Married,Co-op apartment,-22185,-347,1,1,0,0,Accountants,2,-23,2
16918,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-17416,-201,1,0,0,0,,3,-4,0
16919,M,N,Y,0,607500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19435,-1416,1,0,0,1,Managers,2,-12,1
16920,F,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,365243,1,0,0,0,,2,-25,1
16921,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-18406,-5961,1,1,1,0,Drivers,2,-21,2
16922,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3,-7,1
16923,M,Y,Y,0,315000,Pensioner,Higher education,Married,House / apartment,-19380,365243,1,0,1,0,,2,-21,2
16924,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,-5,1
16925,F,N,Y,0,135000,State servant,Incomplete higher,Married,House / apartment,-15371,-3332,1,0,0,0,Core staff,2,-3,1
16926,M,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,-11602,-3962,1,1,0,0,Laborers,4,-42,2
16927,F,N,Y,0,76500,Working,Secondary / secondary special,Married,House / apartment,-16347,-1812,1,0,0,0,Sales staff,2,-57,2
16928,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3,-46,2
16929,F,Y,N,1,162000,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,2,-55,0
16930,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14476,-4235,1,0,0,0,,2,-25,2
16931,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-19032,-3776,1,0,0,0,Laborers,1,-6,2
16932,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2,-48,2
16933,F,Y,Y,0,189000,Commercial associate,Higher education,Married,House / apartment,-15415,-4126,1,0,0,0,Managers,2,-9,2
16934,F,Y,Y,0,292500,Commercial associate,Higher education,Single / not married,House / apartment,-16930,-8995,1,0,0,0,High skill tech staff,1,-19,1
16935,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21056,365243,1,0,1,0,,1,-51,2
16936,F,N,N,0,265500,Pensioner,Secondary / secondary special,Married,House / apartment,-20803,365243,1,0,0,0,,2,-6,2
16937,F,N,Y,3,112500,Working,Higher education,Married,House / apartment,-13888,-5404,1,0,0,0,,5,-29,1
16938,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18382,-4548,1,1,1,0,Accountants,2,-38,0
16939,F,N,N,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-24022,365243,1,0,0,0,,1,-44,1
16940,M,Y,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15973,-2026,1,0,0,1,Drivers,2,-23,2
16941,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3,-8,2
16942,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-10193,-105,1,1,1,0,Accountants,2,-31,1
16943,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2,-44,2
16944,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-12135,-1216,1,0,0,0,High skill tech staff,4,-6,0
16945,M,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-12394,-381,1,0,0,0,Laborers,2,-18,2
16946,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-17587,-3411,1,0,0,0,Cleaning staff,2,-5,2
16947,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,-14887,-2599,1,0,0,0,Managers,3,-5,2
16948,M,Y,N,0,139500,Working,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,2,-43,1
16949,F,N,Y,0,112500,Working,Incomplete higher,Single / not married,Rented apartment,-8347,-1598,1,0,0,0,Laborers,1,-31,2
16950,F,Y,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,-10149,-2783,1,0,0,0,Accountants,2,-7,2
16951,F,N,N,0,112500,Commercial associate,Lower secondary,Married,Municipal apartment,-19020,-231,1,0,0,0,Sales staff,2,-37,2
16952,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2,-36,2
16953,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2,-59,2
16954,F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3,-28,2
16955,F,N,N,2,225000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12378,-670,1,1,1,0,Sales staff,3,-6,2
16956,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22795,365243,1,0,0,0,,2,-6,1
16957,M,Y,N,0,121500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9215,-108,1,0,0,0,Laborers,1,-9,2
16958,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-18764,-9258,1,0,0,0,High skill tech staff,2,-26,2
16959,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-8412,-1051,1,0,0,1,Laborers,1,-16,1
16960,F,Y,Y,0,180000,Working,Higher education,Married,With parents,-12627,-241,1,1,1,0,Sales staff,2,-8,2
16961,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3,-34,2
16962,F,N,Y,0,135000,Commercial associate,Higher education,Separated,House / apartment,-15910,-399,1,0,1,0,Laborers,1,-50,2
16963,M,N,N,0,247500,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18993,-1747,1,0,0,1,Security staff,2,-48,2
16964,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,1,0,Drivers,2,-49,2
16965,F,N,Y,0,423000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480,-3153,1,0,0,0,Private service staff,1,-40,2
16966,F,N,N,0,135000,State servant,Higher education,Married,House / apartment,-18197,-4418,1,1,0,0,Accountants,2,-39,2
16967,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2,-3,1
16968,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3,-31,0
16969,F,Y,Y,2,103500,Working,Secondary / secondary special,Married,House / apartment,-11816,-1600,1,0,0,0,Accountants,4,-13,2
16970,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-24064,-2177,1,0,0,0,,2,-1,1
16971,F,Y,N,0,240750,State servant,Secondary / secondary special,Civil marriage,With parents,-17693,-7778,1,0,0,0,Laborers,2,-55,0
16972,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9905,-3343,1,0,1,0,Laborers,3,-38,0
16973,M,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-24365,365243,1,0,0,0,,2,-60,2
16974,M,N,N,1,202500,Working,Lower secondary,Civil marriage,House / apartment,-14454,-1064,1,1,1,0,Drivers,3,-54,0
16975,F,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2,-38,2
16976,M,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,With parents,-17868,-1912,1,0,0,0,Drivers,3,-5,2
16977,F,N,N,0,337500,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18080,-1718,1,1,0,0,Managers,2,-18,2
16978,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2,-58,2
16979,M,Y,N,2,270000,Working,Secondary / secondary special,Married,House / apartment,-15207,-3201,1,0,0,0,Core staff,4,-30,2
16980,M,Y,Y,2,130500,Working,Secondary / secondary special,Married,House / apartment,-11647,-2905,1,1,1,0,Laborers,4,-45,2
16981,M,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,-21576,-1022,1,0,0,0,Drivers,2,-15,2
16982,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17104,-9320,1,1,0,0,High skill tech staff,2,0,1
16983,F,N,N,0,74250,State servant,Secondary / secondary special,Married,House / apartment,-19931,-3141,1,1,0,0,Core staff,2,-3,1
16984,M,N,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,-14336,-6860,1,0,0,0,Laborers,5,-40,1
16985,F,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11388,-1315,1,0,0,0,Core staff,2,-23,2
16986,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16323,-5467,1,0,0,0,Medicine staff,3,-23,1
16987,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2,-25,0
16988,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-22851,365243,1,0,0,0,,2,-39,2
16989,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19893,-5365,1,1,1,0,,2,-21,1
16990,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,-29,1
16991,M,N,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-20933,-673,1,0,1,0,Drivers,1,-10,0
16992,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,2,-38,2
16993,M,N,N,1,337500,Commercial associate,Higher education,Married,House / apartment,-17593,-2370,1,0,0,1,Managers,3,-28,2
16994,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14948,-4881,1,0,0,0,Laborers,3,-46,2
16995,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,-4,2
16996,F,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,1,0,0,0,Sales staff,1,-40,1
16997,F,N,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,-16118,-1959,1,0,1,0,,3,-10,0
16998,F,Y,Y,0,225000,Working,Higher education,Single / not married,House / apartment,-9688,-593,1,0,1,1,,1,-20,2
16999,M,Y,N,0,328500,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,1,0,,2,-59,0
17000,F,N,Y,2,147150,State servant,Secondary / secondary special,Married,House / apartment,-13853,-3261,1,0,0,0,Managers,4,-22,2
17001,M,Y,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,4,-40,2
17002,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23310,365243,1,0,0,0,,1,-7,2
17003,F,N,N,3,45000,Working,Secondary / secondary special,Married,House / apartment,-13022,-880,1,1,0,0,Laborers,5,-18,0
17004,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16896,-128,1,0,0,0,Drivers,1,-15,2
17005,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,1,0,0,0,,1,-32,2
17006,F,N,Y,0,157500,Working,Higher education,Civil marriage,With parents,-8238,-674,1,0,0,0,Accountants,2,0,0
17007,F,N,N,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22824,365243,1,0,1,0,,1,-34,2
17008,F,N,N,0,112500,Working,Secondary / secondary special,Married,With parents,-19723,-1191,1,0,1,0,,2,-36,1
17009,F,Y,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-17784,365243,1,0,1,0,,2,-18,1
17010,F,N,N,0,135000,Commercial associate,Higher education,Married,With parents,-15360,-413,1,0,0,1,Core staff,2,-1,1
17011,M,Y,Y,1,270000,Working,Higher education,Married,House / apartment,-20739,-117,1,0,0,0,Laborers,3,-14,2
17012,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,1,0,0,,2,-5,1
17013,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-10100,-863,1,0,0,0,Core staff,2,-7,2
17014,F,Y,N,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2,-33,2
17015,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14011,-978,1,0,0,0,Managers,2,-42,1
17016,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22084,365243,1,0,0,0,,2,-15,1
17017,M,N,Y,0,180000,State servant,Higher education,Married,House / apartment,-9561,-2248,1,0,0,0,Core staff,2,-35,0
17018,F,N,N,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23885,365243,1,0,0,0,,1,-7,1
17019,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-8993,-152,1,1,0,0,Medicine staff,3,-17,2
17020,F,N,Y,0,193500,Pensioner,Secondary / secondary special,Married,House / apartment,-21757,365243,1,0,0,0,,2,-42,1
17021,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16092,-438,1,0,0,0,Cleaning staff,2,-16,1
17022,F,N,N,0,351000,Commercial associate,Higher education,Married,House / apartment,-21574,-1081,1,0,1,0,,2,-16,2
17023,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-22501,365243,1,0,0,0,,1,-48,2
17024,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-10675,-1284,1,1,0,0,Core staff,2,-15,2
17025,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,-11689,-716,1,1,1,0,High skill tech staff,3,-53,2
17026,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-10097,-3052,1,0,0,0,Laborers,1,-60,1
17027,F,Y,N,0,72000,Working,Secondary / secondary special,Married,House / apartment,-15185,-227,1,1,1,0,Medicine staff,2,-39,2
17028,F,Y,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1,-30,1
17029,F,N,Y,0,328500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20940,365243,1,0,0,0,,2,-25,0
17030,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-20481,-4084,1,0,0,0,Drivers,2,-53,1
17031,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-10361,-269,1,1,0,0,Drivers,2,-44,2
17032,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1,-22,0
17033,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-14975,-187,1,0,0,0,,4,-11,2
17034,F,N,Y,1,216000,Working,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,2,-32,2
17035,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2,-29,2
17036,M,Y,N,2,225000,Working,Higher education,Married,House / apartment,-10241,-743,1,0,0,0,,4,-15,2
17037,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21871,365243,1,0,1,0,,2,-3,0
17038,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9343,-1457,1,0,0,0,Waiters/barmen staff,1,-32,2
17039,F,N,Y,0,202500,Working,Incomplete higher,Single / not married,House / apartment,-18596,-7288,1,0,0,0,Core staff,1,-35,1
17040,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2,-49,0
17041,M,Y,N,0,67500,Pensioner,Lower secondary,Married,House / apartment,-24500,365243,1,0,0,0,,2,-45,1
17042,F,N,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,-14701,-4135,1,0,0,0,High skill tech staff,3,-40,2
17043,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2,-10,1
17044,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,1,0,0,0,,2,-30,2
17045,M,Y,N,0,225000,Pensioner,Higher education,Married,House / apartment,-19823,365243,1,0,1,0,,2,-23,1
17046,M,Y,Y,1,216000,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,Laborers,3,-57,2
17047,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11088,-1447,1,0,1,0,Cooking staff,2,-10,1
17048,M,N,N,0,225000,Working,Higher education,Married,House / apartment,-13231,-3139,1,1,1,0,Sales staff,2,-45,1
17049,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3,-57,2
17050,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,-11574,-3608,1,0,1,0,High skill tech staff,3,-20,2
17051,F,N,Y,1,112500,Working,Higher education,Married,House / apartment,-10831,-1263,1,0,0,0,Laborers,3,-27,2
17052,M,Y,Y,1,373500,State servant,Higher education,Married,Office apartment,-13001,-1213,1,0,0,0,Core staff,3,-20,2
17053,F,Y,Y,1,247500,Working,Secondary / secondary special,Married,With parents,-12378,-3229,1,0,0,0,Managers,3,-45,2
17054,M,Y,Y,1,225000,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3,-24,1
17055,M,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22688,365243,1,0,0,0,,2,-45,2
17056,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3,-13,2
17057,F,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-21110,365243,1,0,1,0,,2,-50,2
17058,M,N,N,0,360000,Commercial associate,Higher education,Married,House / apartment,-20354,-1823,1,0,1,0,Managers,2,-28,2
17059,M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-15198,-474,1,0,0,0,Low-skill Laborers,1,-46,1
17060,F,N,N,1,180000,Working,Secondary / secondary special,Married,With parents,-10774,-2592,1,0,0,0,,3,-11,2
17061,F,N,Y,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18140,-4119,1,0,0,0,Laborers,3,-51,2
17062,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-21663,-8015,1,0,1,0,Core staff,2,-55,2
17063,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3,-1,1
17064,F,N,Y,0,165150,Pensioner,Higher education,Married,House / apartment,-23372,365243,1,0,0,0,,2,-39,2
17065,M,Y,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-10962,-3518,1,1,0,0,Laborers,1,-9,2
17066,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20932,365243,1,0,0,0,,2,-14,2
17067,M,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9275,-493,1,0,0,0,Laborers,1,-1,1
17068,M,N,Y,0,256500,Pensioner,Secondary / secondary special,Married,House / apartment,-23229,365243,1,0,1,0,,2,-54,2
17069,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19298,-4813,1,1,1,0,Accountants,2,-11,2
17070,F,Y,Y,1,315000,Commercial associate,Higher education,Married,House / apartment,-16710,-3092,1,0,0,0,Managers,3,-18,1
17071,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15819,-169,1,0,0,0,Security staff,2,-27,2
17072,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2,-9,0
17073,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2,-17,0
17074,F,N,Y,0,243000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21704,365243,1,0,0,0,,1,-39,2
17075,M,N,N,0,67500,State servant,Secondary / secondary special,Married,House / apartment,-11654,-2818,1,0,0,0,Laborers,2,-9,2
17076,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-20567,365243,1,0,0,0,,2,-34,0
17077,M,Y,Y,0,315000,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,Drivers,1,-56,0
17078,F,N,Y,0,49500,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-23825,365243,1,0,0,0,,1,-7,2
17079,F,N,Y,2,202500,Working,Higher education,Married,House / apartment,-13797,-3259,1,0,1,0,High skill tech staff,4,-7,1
17080,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-22823,-1017,1,0,1,0,,2,-52,2
17081,F,N,N,0,113400,Pensioner,Higher education,Married,House / apartment,-20219,365243,1,0,0,0,,2,-10,2
17082,M,N,Y,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309,-1359,1,0,0,0,Security staff,2,-17,2
17083,F,Y,N,1,112500,Commercial associate,Secondary / secondary special,Married,Office apartment,-14499,-2860,1,0,0,0,Accountants,3,-56,2
17084,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,1,0,0,0,,2,-38,2
17085,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18744,-3141,1,0,1,0,Laborers,2,-42,0
17086,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22629,365243,1,0,1,0,,2,-33,0
