index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
25343,5013000610049100,2820000033022100,식품,농산물,4
25344,5013000610049100,2917000051073200,식품,농산물,3
25345,5013000610049100,2920000075043400,식품,농산물,3
25346,5013000610049100,4111100032024100,식품,농산물,3
25347,5013000610049100,4119500012005400,식품,농산물,3
25348,5013000610049100,4121000008048200,식품,농산물,3
25349,5013000610049100,4128100104001200,식품,농산물,3
25350,5013000610049100,4128100125033100,식품,농산물,3
25351,5013000610049100,4128500032040300,식품,농산물,3
25352,5013000610049100,4131000001017400,식품,농산물,3
25353,5013000610049100,4136000260081100,식품,농산물,3
25354,5013000610049100,4141000002050300,식품,농산물,3
25355,5013000610049100,4159000302037300,식품,농산물,4
25356,5013000610049100,4213000328032200,식품,농산물,4
25357,5013000610049100,4420000016003300,식품,농산물,3
25358,5013000610049100,4423000296092300,식품,농산물,3
25359,5013000610049100,4481000078012300,식품,농산물,12
25360,5013000622057100,1141000008069400,식품,농산물,3
25361,5013000622057100,1168000012043200,식품,농산물,3
25362,5013000622057100,4128500038060400,식품,농산물,3
25363,5013000622057100,4165000728004300,식품,농산물,3
25364,5013000632075100,4127300042027300,식품,농산물,8
25365,5013000637036200,1130500024024300,식품,농산물,3
25366,5013000664028200,2914000014038100,식품,농산물,4
25367,5013000664028400,2626000011004200,식품,농산물,4
25368,5013000670082100,4128500039025100,식품,농산물,5
25369,5013000692037200,3114000007070100,식품,농산물,4
25370,5013000692037200,4833000457073100,식품,농산물,5
25371,5013000704063400,4611000042087100,식품,농산물,3
25372,5013000704063400,4711300678082100,식품,농산물,3
25373,5013000727083300,4113100018058200,식품,농산물,3
25374,5013000731054400,4163000022038400,식품,농산물,8
25375,5013000731055200,1123000006032300,식품,농산물,3
25376,5013000731055200,1153000003005400,식품,농산물,3
25377,5013000731055200,2811000058091100,식품,농산물,5
25378,5013000731055200,3117000016075400,식품,농산물,3
25379,5013000731055200,4111100035055300,식품,농산물,4
25380,5013000731055200,4117300013029200,식품,농산물,3
25381,5013000731055200,4128100089082200,식품,농산물,3
25382,5013000731055200,4141000018086200,식품,농산물,3
25383,5013000731055200,4511100004005200,식품,농산물,4
25384,5013000731055200,4611000045021300,식품,농산물,3
25385,5013000731079400,1126000006097400,식품,농산물,3
25386,5013000731079400,1165000011070300,식품,농산물,5
25387,5013000731079400,4221000027011200,식품,농산물,3
25388,5013000731095300,3111000024076100,식품,농산물,3
25389,5013000732003300,2714000170079400,식품,농산물,4
25390,5013000732064200,4129000012083300,식품,농산물,3
25391,5013000732073200,4273000661067100,식품,농산물,3
25392,5013000732089100,4773000679034200,식품,농산물,3
25393,5013000734059300,2623000006041300,식품,농산물,4
25394,5013000735022300,2818500007072200,식품,농산물,3
25395,5013000735022300,4613000583067200,식품,농산물,4
25396,5013000765096400,2629000010079200,식품,농산물,3
25397,5013000768086300,5011000314070200,식품,농산물,4
25398,5013000774097400,2720000001079200,식품,농산물,10
25399,5013000775071100,4677000792004300,식품,농산물,4
25400,5013000777063100,2726000044081100,식품,농산물,3
25401,5013000777063100,4111100025094400,식품,농산물,4
25402,5013000777063100,4155000320050400,식품,농산물,3
25403,5013000777063100,4719000502023200,식품,농산물,4
25404,5013000777066400,2729000028004100,식품,농산물,3
25405,5013000778073200,2714000157091100,식품,농산물,10
25406,5013000778073200,4139000146006200,식품,농산물,4
25407,5013000779010300,1168000021020100,식품,농산물,6
25408,5013000803016400,1150000034053400,식품,농산물,6
25409,5013000803023100,2917000061095400,식품,농산물,3
25410,5013000812074300,4146300010016100,식품,농산물,8
25411,5013000814013400,1168000002093400,식품,농산물,3
25412,5013000821028200,2811000051074100,식품,농산물,3
25413,5013000821028200,2920000054039200,식품,농산물,3
25414,5013000821028200,3023000058024300,식품,농산물,5
25415,5013000821028200,4111300041024200,식품,농산물,6
25416,5013000821028200,4122000268026400,식품,농산물,3
25417,5013000821028200,4128100090038300,식품,농산물,3
25418,5013000821028200,4128700002093300,식품,농산물,3
25419,5013000821028200,4146300030014200,식품,농산물,3
25420,5013000821028200,4182000732081100,식품,농산물,6
25421,5013000823047200,4812300002022100,식품,농산물,5
25422,5013000853037200,2647000007070200,패션의류,기타패션의류,5
25423,5013000854066300,2671000209092200,식품,농산물,3
25424,5013000858004300,4888000549074100,식품,농산물,5
25425,5013000862067200,4159000209095100,식품,농산물,5
25426,5013000865068200,4111100033048200,식품,농산물,17
25427,5013000894063100,4311100033003100,식품,농산물,3
25428,5013000902065100,4283000138079300,식품,농산물,4
25429,5013000905080400,2826000029012400,식품,농산물,6
25430,5013000905088200,2623000011048400,식품,농산물,5
25431,5013000909008300,2824500034001200,식품,농산물,4
25432,5013000930047300,4157000223068200,식품,농산물,3
25433,1117000009070100,5011000316027300,디지털/가전,기타디지털/가전,3
25434,1126000011034100,5013000927035200,식품,농산물,3
25435,1129000011014200,5011000078068400,식품,농산물,3
25436,1135000009051200,5011000216032200,생활/건강,반려동물,3
25437,1135000031038100,5011000670084100,패션의류,기타패션의류,6
25438,1156000009012200,5011000262019100,식품,농산물,3
25439,1168000016020100,5013000579077400,패션의류,기타패션의류,3
25440,2632000015055400,5011000449008300,생활/건강,주방용품,10
25441,2632000032037300,5011000316037400,식품,기타식품,3
25442,2723000088054300,5011000263017300,식품,과자,4
25443,2723000088054300,5011000315034300,식품,냉동/간편조리식품,3
25444,2826000137022400,5011000373053200,디지털/가전,기타디지털/가전,3
25445,3020000149062400,5011000265008400,여행/문화,문화컨텐츠,3
25446,3023000012008100,5011000264059100,식품,가공식품,4
25447,3023000012008100,5011000375051200,생활/건강,생활용품,3
25448,4113300012093300,5011000213010300,식품,축산,3
25449,4117100032050200,5013000032053200,생활/건강,반려동물,4
25450,4117300018005400,5011000169044300,패션의류,기타패션의류,17
25451,4122000119044300,5011000213047300,식품,가공식품,3
25452,4128500028049400,5011000265079200,식품,가공식품,4
25453,4136000216029100,5011000213082100,생활/건강,반려동물,3
25454,4136000216029100,5011000768053100,생활/건강,반려동물,3
25455,4137000019060200,5011000215050200,생활/건강,문구/사무용품,3
25456,4141000031030100,5011000215057200,식품,건강식품,4
25457,4141000031030100,5011000309077400,식품,농산물,3
25458,4141000031030100,5011000314090200,화장품/미용,스킨케어,4
25459,4141000031030100,5011000435062300,생활/건강,건강용품,3
25460,4141000031030100,5013000810089300,식품,건강식품,4
25461,4141000031030100,5013000867048400,화장품/미용,스킨케어,3
25462,4145000074094300,5011000262066100,여행/문화,문화컨텐츠,7
25463,4146100146003300,5011000215090200,생활/건강,문구/사무용품,10
25464,4146300010011100,5011000169073300,식품,가공식품,4
25465,4148000690015300,5011000199097100,여행/문화,문화컨텐츠,3
25466,4148000690015300,5011000377016100,여행/문화,문화컨텐츠,3
25467,4148000690015300,5013000667008200,여행/문화,문화컨텐츠,3
25468,4148000690015300,5013000862049200,여행/문화,문화컨텐츠,3
25469,4148000690043300,5011000169074400,여행/문화,문화컨텐츠,3
25470,4148000690043300,5011000265066200,여행/문화,문화컨텐츠,3
25471,4148000699072200,5011000112028300,여행/문화,문화컨텐츠,3
25472,4148000699072200,5011000309076400,생활/건강,음반,3
25473,4148000699072200,5011000314095200,여행/문화,문화컨텐츠,4
25474,4148000699072200,5011000430007300,여행/문화,문화컨텐츠,4
25475,4148000699072200,5013000823085300,여행/문화,문화컨텐츠,3
25476,4148000699072200,5013000905068200,여행/문화,문화컨텐츠,4
25477,4157000306018300,5013000127013100,식품,농산물,3
25478,4159000388028200,5011000265032200,생활/건강,반려동물,3
25479,4159000429094300,5011000173098400,식품,냉동/간편조리식품,3
25480,4159000429094300,5011000264038100,생활/건강,생활용품,4
25481,4159000429094300,5011000374035100,식품,음료,12
25482,4159000429094300,5013000844009400,식품,과자,3
25483,4161000126065100,5011000370040300,식품,냉동/간편조리식품,3
25484,4165000825068300,5011000372098400,식품,농산물,3
25485,4213000299080300,5011000324066200,여행/문화,문화컨텐츠,3
25486,4313000563053400,5011000314094300,식품,기타식품,6
25487,4571000433088400,5011000725096200,식품,농산물,3
25488,4817000287087300,5013000868078400,패션의류,기타패션의류,9
25489,5011000078062200,2720000010020100,식품,농산물,3
25490,5011000078068400,1117000008009300,식품,농산물,3
25491,5011000078068400,1117000018060200,식품,농산물,3
25492,5011000078068400,1120000002053300,식품,농산물,3
25493,5011000078068400,1120000002081100,식품,농산물,4
25494,5011000078068400,1129000022078400,식품,농산물,4
25495,5011000078068400,1153000003005300,식품,농산물,3
25496,5011000078068400,1153000012078100,식품,농산물,3
25497,5011000078068400,1162000006079300,식품,농산물,3
25498,5011000078068400,1165000014079100,식품,농산물,3
25499,5011000078068400,1168000034030400,식품,농산물,6
25500,5011000078068400,1171000024073100,식품,농산물,5
25501,5011000078068400,2620000021072200,식품,농산물,4
25502,5011000078068400,2641000053051400,식품,농산물,3
25503,5011000078068400,2644000165073200,식품,농산물,3
25504,5011000078068400,2714000172020100,식품,농산물,4
25505,5011000078068400,2817000006052400,식품,농산물,4
25506,5011000078068400,3171000369099400,식품,농산물,3
25507,5011000078068400,4111500002001300,식품,농산물,3
25508,5011000078068400,4113300023092400,식품,농산물,3
25509,5011000078068400,4113500056021200,식품,농산물,3
25510,5011000078068400,4117100027040100,식품,농산물,3
25511,5011000078068400,4117100032010300,식품,농산물,3
25512,5011000078068400,4119700011040300,식품,농산물,3
25513,5011000078068400,4122000469048200,식품,농산물,3
25514,5011000078068400,4127300026013200,식품,농산물,3
25515,5011000078068400,4128700020010400,식품,농산물,3
25516,5011000078068400,4129000001043300,식품,농산물,3
25517,5011000078068400,4141000019001100,식품,농산물,4
25518,5011000078068400,4146300038060400,식품,농산물,16
25519,5011000078068400,4148000511072200,식품,농산물,5
25520,5011000078068400,4148000703016100,식품,농산물,4
25521,5011000078068400,4155000380084300,식품,농산물,4
25522,5011000078068400,4155000404008400,식품,농산물,3
25523,5011000078068400,4159000299053400,식품,농산물,3
25524,5011000078068400,4161000181052200,식품,농산물,3
25525,5011000078068400,4165000687034100,식품,농산물,3
25526,5011000078068400,4183000551033100,식품,농산물,3
25527,5011000078068400,4311100064041400,식품,농산물,3
25528,5011000078068400,4413100123049200,식품,농산물,3
25529,5011000078068400,4425000037009100,식품,농산물,3
25530,5011000078068400,4479000071002200,식품,농산물,3
25531,5011000078068400,4481000205045200,식품,농산물,3
25532,5011000078068400,4511100023068200,식품,농산물,3
25533,5011000078068400,4617000397046400,식품,농산물,3
25534,5011000078068400,4623000440035300,식품,농산물,3
25535,5011000078068400,4684000227082100,식품,농산물,5
25536,5011000078068400,4719000578028100,식품,농산물,4
25537,5011000078068400,4728000041078400,식품,농산물,3
25538,5011000078068400,4833000234087300,식품,농산물,3
25539,5011000110041300,3611000318024400,식품,농산물,3
25540,5011000112028200,2726000035021300,식품,농산물,3
25541,5011000112057100,1120000004089300,여행/문화,문화컨텐츠,3
25542,5011000134093100,2726000006057400,식품,농산물,3
25543,5011000137030100,1156000025004200,식품,농산물,5
25544,5011000137030100,2614000007099400,식품,농산물,3
25545,5011000137030100,2623000010039100,식품,농산물,4
25546,5011000137030100,4113500018067100,식품,농산물,4
25547,5011000137030100,4115000035027300,식품,농산물,3
25548,5011000137030100,4122000103089300,식품,농산물,4
25549,5011000137030100,4127300056044100,식품,농산물,3
25550,5011000137030100,4311100021042100,식품,농산물,3
25551,5011000137030100,4371000538078300,식품,농산물,3
25552,5011000137030100,4711100042055400,식품,농산물,3
25553,5011000137030100,4825000448081100,식품,농산물,3
25554,5011000169080300,2638000064008300,식품,음료,10
25555,5011000172023300,4148000466079300,식품,농산물,5
25556,5011000175041200,1171000008073400,식품,음료,3
25557,5011000183026200,1165000010069200,식품,농산물,3
25558,5011000199044400,4213000256060100,식품,농산물,3
25559,5011000213090100,1111000024047200,식품,농산물,3
25560,5011000213090100,2915500006079200,식품,농산물,4
25561,5011000213090100,2917000068074300,식품,농산물,3
25562,5011000213090100,4146100140072100,식품,농산물,3
25563,5011000213090100,4313000169065200,식품,농산물,5
25564,5011000213090100,4519000444078400,식품,농산물,3
25565,5011000214004100,4413100174010200,식품,농산물,3
25566,5011000214094300,4115000081031100,식품,기타식품,3
25567,5011000224053100,1156000008066200,식품,농산물,4
25568,5011000228054400,4113500033089400,식품,음료,8
25569,5011000264006200,5011000373056300,식품,가공식품,8
25570,5011000265076200,4513000189073400,식품,농산물,4
25571,5011000272063400,3171000330006300,식품,농산물,4
25572,5011000278096100,1132000017075300,식품,농산물,4
25573,5011000309091300,4148000546096400,식품,기타식품,3
25574,5011000312034400,1168000016035200,식품,농산물,4
25575,5011000313025300,2920000121097300,식품,농산물,3
25576,5011000313063200,4157000191078100,식품,음료,3
25577,5011000313063200,4682000784100400,식품,음료,20
25578,5011000316024300,1156000022006300,식품,수산,3
25579,5011000316024300,2824500047052200,식품,수산,3
25580,5011000316024300,4182000413032300,식품,수산,5
25581,5011000317097400,2623000009081400,식품,축산,14
25582,5011000318028100,4165000670016300,식품,농산물,3
25583,5011000326012100,4611000033047300,식품,농산물,3
25584,5011000349021200,2635000063001200,식품,수산,3
25585,5011000349021200,4420000325015300,식품,수산,5
25586,5011000373035400,5011000373035400,식품,축산,7
25587,5011000374036400,4111300022003300,식품,수산,4
25588,5011000374036400,4159000383069100,식품,수산,4
25589,5011000384015100,1129000017099200,식품,농산물,3
25590,5011000424031100,2611000002034300,식품,농산물,7
25591,5011000424031100,4420000387079200,식품,농산물,4
25592,5011000424078200,2626000005051200,식품,농산물,3
25593,5011000424078200,4136000407065400,식품,농산물,11
25594,5011000424078200,4146300051071400,식품,농산물,3
25595,5011000424078200,4715000180070100,식품,농산물,4
25596,5011000424078200,4833000367068200,식품,농산물,3
25597,5011000435065400,2623000017073100,식품,기타식품,15
25598,5011000437099200,1153000017026300,식품,농산물,3
25599,5011000437099200,2820000012007200,식품,농산물,5
25600,5011000437099200,2820000054073300,식품,농산물,3
25601,5011000437099200,4146100139069300,식품,농산물,3
25602,5011000437099200,4413300184041100,식품,농산물,3
25603,5011000450085400,4127300025021300,식품,수산,7
25604,5011000479070200,4136000260015400,식품,음료,3
25605,5011000479082100,5011000435053400,식품,농산물,3
25606,5011000525070400,1126000010059100,식품,농산물,3
25607,5011000535028300,4825000113097200,식품,축산,5
25608,5011000572084100,4514000397074400,식품,농산물,3
25609,5011000595017300,1111000023041400,생활/건강,음반,3
25610,5011000595017300,2818500020093100,생활/건강,음반,3
25611,5011000595017300,4127300015034200,생활/건강,음반,5
25612,5011000595017300,4141000007010300,생활/건강,음반,3
25613,5011000595017300,4146500033065400,생활/건강,음반,3
25614,5011000595017300,4519000371051300,생활/건강,음반,3
25615,5011000685067100,1147000002085100,식품,농산물,3
25616,5011000685067100,4211000645012400,식품,농산물,3
25617,5011000685067100,4371000281024100,식품,농산물,5
25618,5011000685067100,4884000491042400,식품,농산물,3
25619,5011000721082200,2729000021071300,식품,냉동/간편조리식품,3
25620,5011000722079200,4511100007049200,식품,농산물,5
25621,5011000767075300,4159000255073200,식품,축산,3
25622,5011000767075300,4311300024088300,식품,축산,4
25623,5011000768041400,1147000003084300,식품,농산물,3
25624,5011000854058100,1150000034070400,식품,농산물,3
25625,5011000968069300,4812300029071300,식품,농산물,3
25626,5011001001046400,4213000369079300,식품,농산물,3
25627,5011001001065200,4831000262011400,식품,농산물,8
25628,5011001009009100,1120000006023200,식품,농산물,4
25629,5011001009009100,4165000610074300,식품,농산물,3
25630,5011001027035300,2723000035070100,식품,음료,4
25631,5011001027036200,4511100015048300,식품,농산물,5
25632,5011001027055100,1111000026084300,식품,농산물,5
25633,5011001051030100,4127300051016400,식품,음료,40
25634,5011001054058100,1159000002060400,식품,농산물,5
25635,5011001054058100,4128100085015100,식품,농산물,4
25636,5011001060063300,3017000024010100,식품,농산물,4
25637,5011001060063300,4157000260004200,식품,농산물,4
25638,5011001070065300,2824500032046300,식품,농산물,4
25639,5011001070065300,4122000301036300,식품,농산물,6
25640,5011001071008400,4719000435071400,식품,농산물,3
25641,5011001095084200,1147000009062100,식품,음료,4
25642,5011001107056400,4721000147077200,식품,음료,4
25643,5011001116066400,4825000112100100,식품,농산물,3
25644,5013000043028400,4476000178090100,식품,농산물,4
25645,5013000043045200,4161000330057200,식품,농산물,5
25646,5013000205030200,1126000017062300,식품,농산물,3
25647,5013000232098200,2717000015036300,식품,농산물,6
25648,5013000234009200,4150000084033200,식품,농산물,4
25649,5013000310004100,4122000314067200,식품,농산물,5
25650,5013000354052200,3171000331027300,식품,음료,10
25651,5013000366024400,4729000229038400,식품,농산물,4
25652,5013000515070200,4413300166081300,식품,농산물,3
25653,5013000571016300,4211000680027400,식품,농산물,3
25654,5013000571017300,2729000035040300,식품,농산물,5
25655,5013000571017300,4420000214011200,식품,농산물,7
25656,5013000610049100,1150000014077100,식품,농산물,3
25657,5013000610049100,1156000008087400,식품,농산물,3
25658,5013000610049100,2626000009066300,식품,농산물,3
25659,5013000610049100,2824500040001200,식품,농산물,7
25660,5013000610049100,2824500047032100,식품,농산물,3
25661,5013000610049100,2826000031075300,식품,농산물,3
25662,5013000610049100,2915500021039400,식품,농산물,7
25663,5013000610049100,3171000366024400,식품,농산물,3
25664,5013000610049100,4113500056072400,식품,농산물,5
25665,5013000610049100,4115000009093100,식품,농산물,3
25666,5013000610049100,4121000015041100,식품,농산물,3
25667,5013000610049100,4128700010090200,식품,농산물,4
25668,5013000610049100,4131000008050200,식품,농산물,5
25669,5013000610049100,4143000015036400,식품,농산물,3
25670,5013000610049100,4159000146076200,식품,농산물,3
25671,5013000610049100,4159000247012100,식품,농산물,4
25672,5013000610049100,4615000662065400,식품,농산물,3
25673,5013000610049100,4719000465034400,식품,농산물,4
25674,5013000616057100,2771000078032200,식품,농산물,3
25675,5013000616057100,4729000064086300,식품,농산물,3
25676,5013000617099100,2623000025048100,식품,농산물,4
25677,5013000622057100,2920000055044100,식품,농산물,3
25678,5013000624091200,1168000017029300,식품,농산물,4
25679,5013000624091200,3011000084075100,식품,농산물,3
25680,5013000624091200,4413300201075100,식품,농산물,3
25681,5013000624091200,4717000827081300,식품,농산물,3
25682,5013000675081300,4613000396060100,식품,농산물,3
25683,5013000691060200,4833000420041200,식품,농산물,4
25684,5013000699026100,4159000666043100,식품,농산물,3
25685,5013000713078300,1135000018065100,식품,농산물,3
25686,5013000731055200,1144000020003300,식품,농산물,3
25687,5013000731055200,2623000011074300,식품,농산물,3
25688,5013000731055200,2635000019047100,식품,농산물,3
25689,5013000731055200,2638000037006300,식품,농산물,4
25690,5013000731055200,2726000001086100,식품,농산물,3
25691,5013000731055200,2818500045060200,식품,농산물,4
25692,5013000731055200,3011000046067200,식품,농산물,3
25693,5013000731055200,3120000166014400,식품,농산물,3
25694,5013000731055200,4119500017037400,식품,농산물,3
25695,5013000731055200,4139000117061100,식품,농산물,10
25696,5013000731055200,4157000201066400,식품,농산물,3
25697,5013000731055200,4211000681083300,식품,농산물,3
25698,5013000731055200,4311300039099100,식품,농산물,3
25699,5013000731055200,4421000450053300,식품,농산물,3
25700,5013000731055200,4711100060085400,식품,농산물,4
25701,5013000731055200,4825000448031400,식품,농산물,3
25702,5013000731055200,4833000293061400,식품,농산물,4
25703,5013000732081300,3011000075067100,식품,농산물,13
25704,5013000733024100,4113500010011100,식품,농산물,4
25705,5013000734059300,4888000619038100,식품,농산물,3
25706,5013000734077100,4513000221060300,식품,농산물,3
25707,5013000734088300,4128700007040200,식품,농산물,3
25708,5013000735022300,2915500009084400,식품,농산물,3
25709,5013000735022300,3014000002087100,식품,농산물,10
25710,5013000740006400,4111700017074200,식품,농산물,3
25711,5013000759049400,4111100028014400,식품,농산물,4
25712,5013000765096400,4128700019079100,식품,농산물,3
25713,5013000765096400,4157000207095100,식품,농산물,3
25714,5013000777063100,3014000004035300,식품,농산물,4
25715,5013000777063100,4127100032097100,식품,농산물,3
25716,5013000777063100,4139000117058300,식품,농산물,7
25717,5013000777063100,4146500013012200,식품,농산물,3
25718,5013000777063100,4217000130055400,식품,농산물,3
25719,5013000777063100,4615000535056200,식품,농산물,4
25720,5013000778073200,2826000041042300,식품,농산물,4
25721,5013000778073200,4159000208064300,식품,농산물,10
25722,5013000778073200,4690000069039100,식품,농산물,5
25723,5013000779041100,2811000140008200,식품,농산물,4
25724,5013000802091200,4136000322095200,식품,농산물,3
25725,5013000812074300,1153000017085100,식품,농산물,4
25726,5013000812074300,4119500005032300,식품,농산물,3
25727,5013000814013400,1154500001038400,식품,농산물,12
25728,5013000814013400,4159000333012200,식품,농산물,3
25729,5013000814095400,4159000532072200,식품,농산물,3
25730,5013000821028200,1135000014044100,식품,농산물,5
25731,5013000821028200,1135000016058100,식품,농산물,3
25732,5013000821028200,1162000003053300,식품,농산물,3
25733,5013000821028200,2820000033035300,식품,농산물,5
25734,5013000821028200,4113100018070100,식품,농산물,3
25735,5013000821028200,4213000355024100,식품,농산물,3
25736,5013000821028200,4817000565049300,식품,농산물,4
25737,5013000821028200,4824000361029300,식품,농산물,3
25738,5013000823067300,1154500006058100,식품,기타식품,4
25739,5013000825039100,4617000286046300,식품,농산물,3
25740,5013000828001400,1156000012052200,식품,농산물,3
25741,5013000845041200,2729000021091100,식품,농산물,3
25742,5013000854017300,2635000039061200,식품,농산물,3
25743,5013000854017300,3023000071040200,식품,농산물,5
25744,5013000854086200,4146300053039200,식품,농산물,4
25745,5013000857073400,4117100030013100,식품,농산물,3
25746,5013000860003200,3171000366018300,식품,농산물,3
25747,5013000861038300,1123000003053200,식품,농산물,3
25748,5013000862067200,4143000010057200,식품,농산물,3
25749,5013000865068200,1138000009012400,식품,농산물,4
25750,5013000865068200,3017000026057300,식품,농산물,5
25751,5013000865068200,4111100035023300,식품,농산물,4
25752,5013000902065100,4278000788033400,식품,농산물,3
25753,5013000904095400,2818500015055300,식품,농산물,27
25754,5013000910012200,4371000402074400,식품,농산물,4
25755,5013000922009200,1165000007064400,식품,농산물,4
25756,1120000004048300,5013000668062100,식품,과자,5
25757,1129000014045300,5013000822082100,패션의류,상의,4
25758,1129000014045300,5013000861006200,패션의류,상의,3
25759,1135000009051200,5011000429011300,생활/건강,반려동물,4
25760,1147000015046300,5013000364042400,식품,기타식품,3
25761,1153000013040100,5011000317040300,식품,가공식품,7
25762,1153000017005200,5013000824017100,식품,가공식품,4
25763,2629000003052300,5011000215085100,패션의류,상의,3
25764,2723000088054300,5011000368019200,생활/건강,주방용품,4
25765,2826000141065100,5011000895041100,생활/건강,반려동물,5
25766,2826000141074300,5011000313094100,화장품/미용,스킨케어,4
25767,3017000014044100,5011000108072300,여행/문화,문화컨텐츠,3
25768,4121000026003300,5011000172034400,생활/건강,반려동물,16
25769,4122000053068300,5011000266049100,패션의류,상의,3
25770,4136000216029100,5011000266003200,생활/건강,반려동물,4
25771,4136000216029100,5011000768062400,생활/건강,반려동물,3
25772,4136000217064400,5011000372029100,식품,가공식품,3
25773,4137000019060200,5011000167088100,식품,가공식품,3
25774,4141000031030100,5011000219005400,생활/건강,건강용품,3
25775,4146100146003300,5011000315072300,생활/건강,생활용품,4
25776,4146100238100100,5011000426081400,생활/건강,건강용품,5
25777,4146300076068400,5013000468060200,식품,음료,27
25778,4148000560069200,5013000414098200,여행/문화,문화컨텐츠,5
25779,4148000690015300,5011000214094300,여행/문화,문화컨텐츠,3
25780,4148000690015300,5011000216020200,여행/문화,문화컨텐츠,4
25781,4148000690015300,5011000309080100,여행/문화,문화컨텐츠,7
25782,4148000690015300,5011000373032200,여행/문화,문화컨텐츠,6
25783,4148000690043300,5011000373029200,여행/문화,문화컨텐츠,3
25784,4148000699072200,5011000173076300,식품,건강식품,3
25785,4148000699072200,5011000368008100,생활/건강,음반,5
25786,4148000699072200,5011000626002300,생활/건강,음반,3
25787,4148000699072200,5013000854001100,생활/건강,음반,3
25788,4150000201062200,5011000372068200,식품,음료,4
25789,4159000429094300,5011000213057300,식품,가공식품,3
25790,4159000429094300,5011000971090200,식품,가공식품,3
25791,4159000686100400,5011000319077100,생활/건강,반려동물,3
25792,4161000391024400,5011000266100200,식품,농산물,4
25793,4182000423086300,5011000365080200,식품,농산물,5
25794,4211000713089300,5011000317049300,디지털/가전,기타디지털/가전,10
25795,4213000353088100,5011000373021200,식품,가공식품,3
25796,4374000113098100,5011000366030100,식품,농산물,11
25797,4574000153054300,5011000623021200,식품,농산물,14
25798,4671000350085300,5013000823092300,식품,농산물,10
25799,4717000962032100,5011000318018300,식품,농산물,5
25800,5011000078068400,1121500010062100,식품,농산물,3
25801,5011000078068400,1129000010086200,식품,농산물,3
25802,5011000078068400,1130500020089200,식품,농산물,5
25803,5011000078068400,1135000021063300,식품,농산물,3
25804,5011000078068400,1135000031017300,식품,농산물,4
25805,5011000078068400,1135000032036200,식품,농산물,3
25806,5011000078068400,1159000007083100,식품,농산물,3
25807,5011000078068400,1168000019095100,식품,농산물,3
25808,5011000078068400,1168000021074100,식품,농산물,5
25809,5011000078068400,1171000013022400,식품,농산물,4
25810,5011000078068400,1174000010051300,식품,농산물,3
25811,5011000078068400,1174000016014300,식품,농산물,3
25812,5011000078068400,2617000004047400,식품,농산물,3
25813,5011000078068400,2617000005081300,식품,농산물,4
25814,5011000078068400,2626000014097100,식품,농산물,3
25815,5011000078068400,2644000164085100,식품,농산물,3
25816,5011000078068400,2650000005065200,식품,농산물,3
25817,5011000078068400,2729000015003100,식품,농산물,3
25818,5011000078068400,3017000011033400,식품,농산물,5
25819,5011000078068400,3020000045056200,식품,농산물,3
25820,5011000078068400,3611000377021400,식품,농산물,3
25821,5011000078068400,4111300041006400,식품,농산물,3
25822,5011000078068400,4111300041019400,식품,농산물,3
25823,5011000078068400,4119500016060300,식품,농산물,3
25824,5011000078068400,4119700005048300,식품,농산물,3
25825,5011000078068400,4122000234056200,식품,농산물,3
25826,5011000078068400,4122000434074100,식품,농산물,3
25827,5011000078068400,4125000075029100,식품,농산물,4
25828,5011000078068400,4128100085004400,식품,농산물,4
25829,5011000078068400,4139000102023400,식품,농산물,6
25830,5011000078068400,4139000111034100,식품,농산물,4
25831,5011000078068400,4145000010014400,식품,농산물,4
25832,5011000078068400,4159000299034400,식품,농산물,4
25833,5011000078068400,4159000339029200,식품,농산물,6
25834,5011000078068400,4377000318074200,식품,농산물,4
25835,5011000078068400,4413100032072400,식품,농산물,3
25836,5011000078068400,4413300131008400,식품,농산물,3
25837,5011000078068400,4421000419066100,식품,농산물,5
25838,5011000078068400,4511300049062300,식품,농산물,9
25839,5011000078068400,4514000381071200,식품,농산물,3
25840,5011000078068400,4684000024097200,식품,농산물,3
25841,5011000078068400,4777000592053300,식품,농산물,3
25842,5011000078068400,4812500013023200,식품,농산물,3
25843,5011000078068400,4812900034056100,식품,농산물,3
25844,5011000078068400,4831000313082400,식품,농산물,7
25845,5011000078068400,4885000567036100,식품,농산물,5
25846,5011000109060400,2914000010068300,식품,냉동/간편조리식품,6
25847,5011000137030100,1135000034079400,식품,농산물,3
25848,5011000137030100,2729000021097100,식품,농산물,3
25849,5011000137030100,2914000026006400,식품,농산물,3
25850,5011000137030100,4119900013016200,식품,농산물,5
25851,5011000137030100,4128500056010200,식품,농산물,4
25852,5011000137030100,4150000172025300,식품,농산물,3
25853,5011000137030100,4371000160023400,식품,농산물,4
25854,5011000137030100,4418000388004100,식품,농산물,3
25855,5011000137030100,4812700051074400,식품,농산물,6
25856,5011000137030100,4822000196030300,식품,농산물,4
25857,5011000168074100,2635000042084200,식품,가공식품,26
25858,5011000168085300,2920000053064400,식품,가공식품,4
25859,5011000169074400,4122000228007300,여행/문화,문화컨텐츠,8
25860,5011000199044400,2818500033010100,식품,농산물,4
25861,5011000213069100,2811000122006200,식품,기타식품,3
25862,5011000213090100,2814000006049100,식품,가공식품,3
