,m1,m2,m3,m4,m5
1139,쌀밥,얼갈이된장국,쭈꾸미삼겹살볶음,단호박어묵탕수,쌈추
1140,쌀밥,유부김칫국,치킨까스&소스,아귀콩나물찜,연근유자피클
1141,쌀밥,미역미소시루국,연어스테이크,차돌비빔국수,토마토계란볶음
1142,쌀밥,된장찌개,돼지고추장불고기,버섯잡채,삼색물만두무침
1143,쌀밥,북엇국,춘천닭갈비,건새우호박채전,오이생채
1144,쌀밥,맑은콩나물국,묵은지닭볶음탕,생선까스&타르타르소스,브로콜리숙회
1145,쌀밥,쇠고기미역국,오삼불고기,계란말이,유부채소겨자무침
1146,쌀밥,삼계탕,고기완자전,방풍나물,채소스틱&쌈장
1147,쌀밥,고구마순등뼈탕,깐풍기,감자채볶음,도토리묵
1148,쌀밥,건새우아욱국,쇠고기숙주볶음,적어양념장구이,통들깨부추무침
1149,쌀밥,돼지김치찌개,짜파치킨,당면채소무침,얼갈이나물
1150,쌀밥,동태매운탕,대패삼겹살볶음,어묵고추장볶음,상추
1151,비빔밥,바지락냉이국,찰떡떡갈비조림,모둠버섯볶음,수제참나물장아찌
1152,쌀밥,홍합국,쇠고기낙지볶음,과일그라탕,물미역
1153,쌀밥,근대된장국,수제탕수육,매콤해물볶음,치커리오이무침
1154,쌀밥,아욱된장국,매운족발볶음,해물까스,돌나물유자청무침
1155,쌀밥,미역국,동파육,청경채,도라지볶음
1156,쌀밥,한방설렁탕,골뱅이채소무침,개성식메밀부침개,참나물무침
1157,쌀밥,북엇국,해물돼지갈비찜,타꼬야끼,숙주미나리무침
1158,쌀밥,시금치된장국,안동찜닭,수제두부까스&하이소스,톳무침
1159,쌀밥,호박된장찌개,오리주물럭,메추리알탕수,부추양파무침
1160,쌀밥,미소장국,알리오올리오파스타,두부고기양념찜,해파리냉채
1161,쌀밥,순두부찌개,요거닭,비엔나채소볶음,오이쑥갓생채
1162,쌀밥,얼갈이된장국,쇠고기당면볶음,가자미유린기,물미역
1163,쌀밥,황태채국,제육고추장불고기,쌈추,콩나물파채무침
1164,쌀밥,어묵매운탕,버터치킨카레소스,등심돈까스,솎음열무나물
1165,쌀밥,불낙찌개,코다리강정,참치두부전,시금치나물
1166,쌀밥,콩비지김치찌개,해물누룽지탕,탕평채,고추장감자조림
1167,쌀밥,조갯살아욱국,돼지간장불고기,깐풍연근,취나물무침
1168,쌀밥,팽이된장국,오징어볶음,고기완자전,이연복의
1169,쌀밥,굴미역국,닭간장조림,스팸계란전,쑥갓나물
1170,쌀밥,김치두부국,LA갈비구이,한식잡채,삼색유자청무침
1171,비빔밥,팽이장국,메밀전병,채소프리타타,산고추지무침
1172,쌀밥,된장찌개,오향장육,더덕구이,양배추
1173,쌀밥,육개장,교촌윙,갈치감자조림,톳두부무침
1174,쌀밥,유부주머니국,삼겹살김치볶음,두부구이,어묵간장조림
1175,쌀밥,우거지국,훈제오리마늘볶음,아귀콩나물찜,봄동나물
1176,쌀밥,호박고추장찌개,만가닥버섯불고기,치즈계란찜,크래미해초무침
1177,쌀밥,북엇국,제육고추장불고기,고등어카레구이,알배기
1178,쌀밥,근대국,닭다리살스테이크,단호박채소전,진미채오이무침
1179,쌀밥,누룽지장각백숙,캔꽁치튀김,쫄면채소무침,풋고추양파쌈장무침
1180,쌀밥,굴떡국,콩나물파채불고기,쌈배추,건취나물볶음
1181,쌀밥,돈갈비김치찌개,해물완자전,가자미무조림,시금치나물
1182,쌀밥,인도커리&난,탄두리치킨,문어꽈리고추조림,세발나물무침
1183,쌀밥,동태알탕,수제돈까스&소스,청양고추계란말이,달래무침
1184,쌀밥,바지락살무국,오삼불고기,소고기잡채,유채나물무침
1185,쌀밥,매운쇠고기샤브샤브,하와이언함박스테이크,토마토두부카프레제,냉이나물무침
1186,쌀밥,건새우아욱국,국물쪼리닭,파프리카계란전,마파무조림
1187,영양밥,호박된장국,오리대패불고기,고등어김치말이찜,파래김
1188,쌀밥,소고기떡국,봉추찜닭,오미산적,콩나물잡채
1189,쌀밥,유부된장국,돈육도라지고추장볶음,과일그라탕,봄동숙
1190,쌀밥,오리들깨탕,꽁치한마리레몬구이,파프리카계란말이,아삭이고추된장무침
1191,쌀밥,아욱된장국,목살스테이크,참치채소볶음,무쌈채소말이
1192,쌀밥,콩나물맑은국,매운소고기낙지볶음,메추리알짜장떡볶이,양배추
1193,쌀밥,미역국,오리대패불고기,옥수수계란찜,쪽파무침
1194,쌀밥,된장찌개,허니순살치킨,콩나물볶음,쑥갓나물
1195,쌀밥,시금치된장국,돈육두루치기,타코야끼,상추쌈
1196,쌀밥,콩나물김칫국,소갈비찜,두부까스,매운호박볶음
1197,쌀밥,뼈없는감자탕,고등어구이,채소스틱,솎음열무나물
1198,쌀밥,어묵국,춘천닭갈비,감자채카레볶음,청경채나물
1199,쌀밥,맑은콩나물국,삼겹살김치찜,떡잡채,치커리오이무침
1200,쌀밥,아욱국,수제함박스테이크,견과류마카로니범벅,생깻잎지
1201,쌀밥,냉이된장국,동파육,봄동전,청경채
1202,비빔밥,계란파국,요거닭,올방개묵무침,파프리카해초무침
1203,쌀밥,전주식콩나물해장국,돈육간장불고기,깐풍연근,연두부
1204,쌀밥,들깨미역국,교촌간장치킨,옥수수콘치즈구이,가지고추장무침
